mitigation id,mitigation name,technique id,technique name,comments
M1021,Restrict Web-Based Content,T1566.002,Spearphishing Link,Determine if certain websites that can be used for spearphishing are necessary for business operations and consider blocking access if activity cannot be monitored well or if it poses a significant risk.
M1021,Restrict Web-Based Content,T1566.003,Spearphishing via Service,"Determine if certain social media sites, personal webmail services, or other service that can be used for spearphishing is necessary for business operations and consider blocking access if activity cannot be monitored well or if it poses a significant risk."
M1021,Restrict Web-Based Content,T1528,Steal Application Access Token,"Administrators can block end-user consent to OAuth applications, disabling users from authorizing third-party apps through OAuth 2.0 and forcing administrative consent for all requests. They can also block end-user registration of applications by their users, to reduce risk. A Cloud Access Security Broker can also be used to ban applications.

Azure offers a couple of enterprise policy settings in the Azure Management Portal that may help:

""Users -> User settings -> App registrations: Users can register applications"" can be set to ""no"" to prevent users from registering new applications. 
""Enterprise applications -> User settings -> Enterprise applications: Users can consent to apps accessing company data on their behalf"" can be set to ""no"" to prevent users from consenting to allow third-party multi-tenant applications"
M1021,Restrict Web-Based Content,T1218,System Binary Proxy Execution,"Restrict use of certain websites, block downloads/attachments, block Javascript, restrict browser extensions, etc."
M1021,Restrict Web-Based Content,T1204,User Execution,"If a link is being visited by a user, block unknown or unused files in transit by default that should not be downloaded or by policy from suspicious sites as a best practice to prevent some vectors, such as .scr, .exe, .pif, .cpl, etc. Some download scanning devices can open and analyze compressed and encrypted formats, such as zip and rar that may be used to conceal malicious files."
M1021,Restrict Web-Based Content,T1059.005,Visual Basic,"Script blocking extensions can help prevent the execution of scripts and HTA files that may commonly be used during the exploitation process. For malicious code served up through ads, adblockers can help prevent that code from executing in the first place."
M1021,Restrict Web-Based Content,T1102,Web Service,Web proxies can be used to enforce external network communication policy that prevents use of unauthorized external services.
M1020,SSL/TLS Inspection,T1573.002,Asymmetric Cryptography,SSL/TLS inspection can be used to see the contents of encrypted sessions to look for network-based indicators of malware communication protocols.
M1020,SSL/TLS Inspection,T1090.004,Domain Fronting,"If it is possible to inspect HTTPS traffic, the captures can be analyzed for connections that appear to be domain fronting."
M1020,SSL/TLS Inspection,T1573,Encrypted Channel,SSL/TLS inspection can be used to see the contents of encrypted sessions to look for network-based indicators of malware communication protocols.
M1020,SSL/TLS Inspection,T1090,Proxy,"If it is possible to inspect HTTPS traffic, the captures can be analyzed for connections that appear to be domain fronting."
M1054,Software Configuration,T1543.005,Container Service,"Where possible, consider enforcing the use of container services in rootless mode to limit the possibility of privilege escalation or malicious effects on the host running the container.  "
M1054,Software Configuration,T1543,Create or Modify System Process,"Where possible, consider enforcing the use of container services in rootless mode to limit the possibility of privilege escalation or malicious effects on the host running the container."
M1054,Software Configuration,T1602,Data from Configuration Repository,Allowlist MIB objects and implement SNMP views.(Citation: Cisco Securing SNMP)
M1054,Software Configuration,T1562.010,Downgrade Attack,"Consider implementing policies on internal web servers, such HTTP Strict Transport Security, that enforce the use of HTTPS/network traffic encryption to prevent insecure connections.(Citation: Chromium HSTS)"
M1054,Software Configuration,T1559.002,Dynamic Data Exchange,"Consider disabling embedded files in Office programs, such as OneNote, that do not work with Protected View.(Citation: Enigma Reviving DDE Jan 2018)(Citation: GitHub Disable DDEAUTO Oct 2017)"
M1054,Software Configuration,T1606,Forge Web Credentials,Configure browsers/applications to regularly delete persistent web credentials (such as cookies).
M1054,Software Configuration,T1562,Impair Defenses,"Consider implementing policies on internal web servers, such HTTP Strict Transport Security, that enforce the use of HTTPS/network traffic encryption to prevent insecure connections.(Citation: Chromium HSTS)"
M1054,Software Configuration,T1562.006,Indicator Blocking,"Consider automatically relaunching forwarding mechanisms at recurring intervals (ex: temporal, on-logon, etc.) as well as applying appropriate change management to firewall rules and other related system configurations."
M1054,Software Configuration,T1553.004,Install Root Certificate,HTTP Public Key Pinning (HPKP) is one method to mitigate potential [Adversary-in-the-Middle](https://attack.mitre.org/techniques/T1557) situations where and adversary uses a mis-issued or fraudulent certificate to intercept encrypted communications by enforcing use of an expected certificate. (Citation: Wikipedia HPKP)
M1054,Software Configuration,T1559,Inter-Process Communication,"Consider disabling embedded files in Office programs, such as OneNote, that do not work with Protected View.(Citation: Enigma Reviving DDE Jan 2018)(Citation: GitHub Disable DDEAUTO Oct 2017)"
M1054,Software Configuration,T1602.002,Network Device Configuration Dump,Allowlist MIB objects and implement SNMP views. Disable Smart Install (SMI) if not used.(Citation: Cisco Securing SNMP)(Citation: US-CERT TA18-106A Network Infrastructure Devices 2018) 
M1054,Software Configuration,T1137,Office Application Startup,"For the Office Test method, create the Registry key used to execute it and set the permissions to ""Read Control"" to prevent easy access to the key without administrator permissions or requiring Privilege Escalation. (Citation: Palo Alto Office Test Sofacy)"
M1054,Software Configuration,T1137.002,Office Test,"Create the Registry key used to execute it and set the permissions to ""Read Control"" to prevent easy access to the key without administrator permissions or requiring Privilege Escalation.(Citation: Palo Alto Office Test Sofacy)"
M1054,Software Configuration,T1555.005,Password Managers,Consider re-locking password managers after a short timeout to limit the time plaintext credentials live in memory from decrypted databases.
M1054,Software Configuration,T1566,Phishing,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing)
M1054,Software Configuration,T1598,Phishing for Information,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing)
M1054,Software Configuration,T1546.013,PowerShell Profile,Avoid PowerShell profiles if not needed. Use the -No Profile flag with when executing PowerShell scripts remotely to prevent local profiles and scripts from being executed.
M1054,Software Configuration,T1602.001,SNMP (MIB Dump),Allowlist MIB objects and implement SNMP views.(Citation: Cisco Securing SNMP)
M1054,Software Configuration,T1562.009,Safe Mode Boot,Ensure that endpoint defenses run in safe mode.(Citation: CyberArk Labs Safe Mode 2016)
M1054,Software Configuration,T1566.001,Spearphishing Attachment,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing)
M1054,Software Configuration,T1598.002,Spearphishing Attachment,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing)
M1054,Software Configuration,T1566.002,Spearphishing Link,"Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing).

Furthermore, policies may enforce / install browser extensions that protect against IDN and homograph attacks."
M1054,Software Configuration,T1598.003,Spearphishing Link,"Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing)

Furthermore, policies may enforce / install browser extensions that protect against IDN and homograph attacks. Browser password managers may also be configured to only populate credential fields when the URL matches that of the original, legitimate site. "
M1054,Software Configuration,T1539,Steal Web Session Cookie,"Configure browsers or tasks to regularly delete persistent cookies.

Additionally, minimize the length of time a web cookie is viable to potentially reduce the impact of stolen cookies while also increasing the needed frequency of cookie theft attempts – providing defenders with additional chances at detection.(Citation: Token tactics) For example, use non-persistent cookies to limit the duration a session ID will remain on the web client cache where an attacker could obtain it.(Citation: Session Management Cheat Sheet)"
M1054,Software Configuration,T1553,Subvert Trust Controls,HTTP Public Key Pinning (HPKP) is one method to mitigate potential [Adversary-in-the-Middle](https://attack.mitre.org/techniques/T1557) situations where and adversary uses a mis-issued or fraudulent certificate to intercept encrypted communications by enforcing use of an expected certificate. (Citation: Wikipedia HPKP)
M1054,Software Configuration,T1537,Transfer Data to Cloud Account,"Configure appropriate data sharing restrictions in cloud services. For example, external sharing in Microsoft SharePoint and Google Drive can be turned off altogether, blocked for certain domains, or restricted to certain users.(Citation: Google Workspace External Sharing) (Citation: Microsoft 365 External Sharing)"
M1054,Software Configuration,T1535,Unused/Unsupported Cloud Regions,Cloud service providers may allow customers to deactivate unused regions.(Citation: CloudSploit - Unused AWS Regions)
M1054,Software Configuration,T1606.001,Web Cookies,Configure browsers/applications to regularly delete persistent web cookies.
M1054,Software Configuration,T1550.004,Web Session Cookie,Configure browsers or tasks to regularly delete persistent cookies.
M1019,Threat Intelligence Program,T1212,Exploitation for Credential Access,Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization.
M1019,Threat Intelligence Program,T1211,Exploitation for Defense Evasion,Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization.
M1019,Threat Intelligence Program,T1068,Exploitation for Privilege Escalation,Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization.
M1019,Threat Intelligence Program,T1210,Exploitation of Remote Services,Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization.
M1019,Threat Intelligence Program,T1656,Impersonation,Threat intelligence helps defenders and users be aware of and defend against common lures and active campaigns that have been used for impersonation.
M1051,Update Software,T1548,Abuse Elevation Control Mechanism,Perform regular software updates to mitigate exploitation risk.
M1051,Update Software,T1546.010,AppInit DLLs,Upgrade to Windows 8 or later and enable secure boot.
M1051,Update Software,T1546.011,Application Shimming,"Microsoft released an optional patch update - KB3045645 - that will remove the ""auto-elevate"" flag within the sdbinst.exe. This will prevent use of application shimming to bypass UAC."
M1051,Update Software,T1176,Browser Extensions,Ensure operating systems and browsers are using the most current version. 
M1051,Update Software,T1548.002,Bypass User Account Control,Consider updating Windows to the latest version and patch level to utilize the latest protective measures against UAC bypass.(Citation: Github UACMe)
M1051,Update Software,T1542.002,Component Firmware,Perform regular firmware updates to mitigate risks of exploitation and/or abuse.
M1051,Update Software,T1195.001,Compromise Software Dependencies and Development Tools,"A patch management process should be implemented to check unused dependencies, unmaintained and/or previously vulnerable dependencies, unnecessary features, components, files, and documentation."
M1051,Update Software,T1195.002,Compromise Software Supply Chain,"A patch management process should be implemented to check unused applications, unmaintained and/or previously vulnerable software, unnecessary features, components, files, and documentation."
M1051,Update Software,T1555,Credentials from Password Stores,Perform regular software updates to mitigate exploitation risk.
M1051,Update Software,T1574.002,DLL Side-Loading,Update software regularly to include patches that fix DLL side-loading vulnerabilities.
M1051,Update Software,T1602,Data from Configuration Repository,Keep system images and software updated and migrate to SNMPv3.(Citation: Cisco Blog Legacy Device Attacks)
M1051,Update Software,T1189,Drive-by Compromise,Ensure all browsers and plugins kept updated can help prevent the exploit phase of this technique. Use modern browsers with security features turned on.
M1051,Update Software,T1546,Event Triggered Execution,Perform regular software updates to mitigate exploitation risk.
M1051,Update Software,T1190,Exploit Public-Facing Application,Update software regularly by employing patch management for externally exposed applications.
M1051,Update Software,T1212,Exploitation for Credential Access,Update software regularly by employing patch management for internal enterprise endpoints and servers.
M1051,Update Software,T1211,Exploitation for Defense Evasion,Update software regularly by employing patch management for internal enterprise endpoints and servers.
M1051,Update Software,T1068,Exploitation for Privilege Escalation,Update software regularly by employing patch management for internal enterprise endpoints and servers.
M1051,Update Software,T1210,Exploitation of Remote Services,Update software regularly by employing patch management for internal enterprise endpoints and servers.
M1051,Update Software,T1495,Firmware Corruption,Patch the BIOS and other firmware as necessary to prevent successful use of known vulnerabilities.
M1051,Update Software,T1552.006,Group Policy Preferences,Apply patch KB2962486 which prevents credentials from being stored in GPPs.(Citation: ADSecurity Finding Passwords in SYSVOL)(Citation: MS14-025)
M1051,Update Software,T1574,Hijack Execution Flow,Update software regularly to include patches that fix DLL side-loading vulnerabilities.
M1051,Update Software,T1602.002,Network Device Configuration Dump,Keep system images and software updated and migrate to SNMPv3.(Citation: Cisco Blog Legacy Device Attacks)
M1051,Update Software,T1137,Office Application Startup,"For the Outlook methods, blocking macros may be ineffective as the Visual Basic engine used for these features is separate from the macro scripting engine.(Citation: SensePost Outlook Forms) Microsoft has released patches to try to address each issue. Ensure KB3191938 which blocks Outlook Visual Basic and displays a malicious code warning, KB4011091 which disables custom forms by default, and KB4011162 which removes the legacy Home Page feature, are applied to systems.(Citation: SensePost Outlook Home Page)"
M1051,Update Software,T1137.003,Outlook Forms,"For the Outlook methods, blocking macros may be ineffective as the Visual Basic engine used for these features is separate from the macro scripting engine.(Citation: SensePost Outlook Forms) Microsoft has released patches to try to address each issue. Ensure KB3191938 which blocks Outlook Visual Basic and displays a malicious code warning, KB4011091 which disables custom forms by default, and KB4011162 which removes the legacy Home Page feature, are applied to systems.(Citation: SensePost Outlook Home Page)"
M1051,Update Software,T1137.004,Outlook Home Page,"For the Outlook methods, blocking macros may be ineffective as the Visual Basic engine used for these features is separate from the macro scripting engine.(Citation: SensePost Outlook Forms) Microsoft has released patches to try to address each issue. Ensure KB3191938 which blocks Outlook Visual Basic and displays a malicious code warning, KB4011091 which disables custom forms by default, and KB4011162 which removes the legacy Home Page feature, are applied to systems.(Citation: SensePost Outlook Home Page)"
M1051,Update Software,T1137.005,Outlook Rules,"For the Outlook methods, blocking macros may be ineffective as the Visual Basic engine used for these features is separate from the macro scripting engine.(Citation: SensePost Outlook Forms) Microsoft has released patches to try to address each issue. Ensure KB3191938 which blocks Outlook Visual Basic and displays a malicious code warning, KB4011091 which disables custom forms by default, and KB4011162 which removes the legacy Home Page feature, are applied to systems.(Citation: SensePost Outlook Home Page)"
M1051,Update Software,T1550.002,Pass the Hash,Apply patch KB2871997 to Windows 7 and higher systems to limit the default access of accounts in the local administrator group.(Citation: NSA Spotting) 
M1051,Update Software,T1110.001,Password Guessing,"Upgrade management services to the latest supported and compatible version.  Specifically, any version providing increased password complexity or policy enforcement preventing default or weak passwords. "
M1051,Update Software,T1555.005,Password Managers,Update password managers regularly by employing patch management for internal enterprise endpoints and servers.
M1051,Update Software,T1542,Pre-OS Boot,Patch the BIOS and EFI as necessary.
M1051,Update Software,T1602.001,SNMP (MIB Dump),Keep system images and software updated and migrate to SNMPv3.(Citation: Cisco Blog Legacy Device Attacks)
M1051,Update Software,T1072,Software Deployment Tools,Patch deployment systems regularly to prevent potential remote access through [Exploitation for Privilege Escalation](https://attack.mitre.org/techniques/T1068).
M1051,Update Software,T1195,Supply Chain Compromise,"A patch management process should be implemented to check unused dependencies, unmaintained and/or previously vulnerable dependencies, unnecessary features, components, files, and documentation."
M1051,Update Software,T1542.001,System Firmware,Patch the BIOS and EFI as necessary.
M1051,Update Software,T1548.006,TCC Manipulation,"Routinely update software. Where possible, ensure systems are macOS Sierra+ and SIP is enabled.(Citation: welivesecurity TCC)"
M1051,Update Software,T1552,Unsecured Credentials,Apply patch KB2962486 which prevents credentials from being stored in GPPs.(Citation: ADSecurity Finding Passwords in SYSVOL)(Citation: MS14-025)
M1052,User Account Control,T1548,Abuse Elevation Control Mechanism,"Although UAC bypass techniques exist, it is still prudent to use the highest enforcement level for UAC when possible and mitigate bypass opportunities that exist with techniques such as [DLL Search Order Hijacking](https://attack.mitre.org/techniques/T1574/001)."
M1052,User Account Control,T1546.011,Application Shimming,"Changing UAC settings to ""Always Notify"" will give the user more visibility when UAC elevation is requested, however, this option will not be popular among users due to the constant UAC interruptions."
M1052,User Account Control,T1548.002,Bypass User Account Control,"Although UAC bypass techniques exist, it is still prudent to use the highest enforcement level for UAC when possible and mitigate bypass opportunities that exist with techniques such as [DLL Search Order Hijacking](https://attack.mitre.org/techniques/T1574/001)."
M1052,User Account Control,T1574.005,Executable Installer File Permissions Weakness,"Turn off UAC's privilege elevation for standard users <code>[HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System]</code> to automatically deny elevation requests, add: <code>""ConsentPromptBehaviorUser""=dword:00000000</code>. Consider enabling installer detection for all users by adding: <code>""EnableInstallerDetection""=dword:00000001</code>. This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add: <code>""EnableInstallerDetection""=dword:00000000</code>. This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged.  (Citation: Executable Installers are Vulnerable)"
M1052,User Account Control,T1574,Hijack Execution Flow,"Turn off UAC's privilege elevation for standard users <code>[HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System]</code> to automatically deny elevation requests, add: <code>""ConsentPromptBehaviorUser""=dword:00000000</code>. Consider enabling installer detection for all users by adding: <code>""EnableInstallerDetection""=dword:00000001</code>. This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add: <code>""EnableInstallerDetection""=dword:00000000</code>. This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged.  (Citation: Executable Installers are Vulnerable)"
M1052,User Account Control,T1550.002,Pass the Hash,"Enable pass the hash mitigations to apply UAC restrictions to local accounts on network logon. The associated Registry key is located <code>HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\LocalAccountTokenFilterPolicy</code>.

Through GPO: Computer Configuration > [Policies] > Administrative Templates > SCM: Pass the Hash Mitigations: Apply UAC restrictions to local accounts on network logons.(Citation: GitHub IAD Secure Host Baseline UAC Filtering)"
M1052,User Account Control,T1574.010,Services File Permissions Weakness,"Turn off UAC's privilege elevation for standard users <code>[HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System]</code>to automatically deny elevation requests, add: <code>""ConsentPromptBehaviorUser""=dword:00000000</code>. Consider enabling installer detection for all users by adding: <code>""EnableInstallerDetection""=dword:00000001</code>. This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add: <code>""EnableInstallerDetection""=dword:00000000</code>. This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged.(Citation: Executable Installers are Vulnerable)"
M1018,User Account Management,T1548,Abuse Elevation Control Mechanism,"Limit the privileges of cloud accounts to assume, create, or impersonate additional roles, policies, and permissions to only those required. Where just-in-time access is enabled, consider requiring manual approval for temporary elevation of privileges."
M1018,User Account Management,T1134,Access Token Manipulation,An adversary must already have administrator level access on the local system to make full use of this technique; be sure to restrict users and accounts to the least privileges they require.  
M1018,User Account Management,T1087,Account Discovery,"Manage the creation, modification, use, and permissions associated to user accounts."
M1018,User Account Management,T1098,Account Manipulation,Ensure that low-privileged user accounts do not have permissions to modify accounts or account-related policies.
M1018,User Account Management,T1098.001,Additional Cloud Credentials,"Ensure that low-privileged user accounts do not have permission to add access keys to accounts. In AWS environments, prohibit users from calling the `sts:GetFederationToken` API unless explicitly required.(Citation: Crowdstrike AWS User Federation Persistence)"
M1018,User Account Management,T1098.003,Additional Cloud Roles,Ensure that low-privileged user accounts do not have permissions to add permissions to accounts or update IAM policies.
M1018,User Account Management,T1098.006,Additional Container Cluster Roles,Ensure that low-privileged accounts do not have permissions to add permissions to accounts or to update container cluster roles. 
M1018,User Account Management,T1053.002,At,"Limit privileges of user accounts and remediate Privilege Escalation vectors so only authorized administrators can create scheduled tasks on remote systems. In Linux environments, users account-level access to <code>[at](https://attack.mitre.org/software/S0110)</code> can be managed using <code>at.allow</code> and <code>at.deny</code> files. Users listed in the at.allow are enabled to schedule actions using at, whereas users listed in at.deny file disabled from the utility."
M1018,User Account Management,T1197,BITS Jobs,"
Consider limiting access to the BITS interface to specific users or groups.(Citation: Symantec BITS May 2007)"
M1018,User Account Management,T1185,Browser Session Hijacking,"Since browser pivoting requires a high integrity process to launch from, restricting user permissions and addressing Privilege Escalation and [Bypass User Account Control](https://attack.mitre.org/techniques/T1548/002) opportunities can limit the exposure to this technique."
M1018,User Account Management,T1110,Brute Force,"Proactively reset accounts that are known to be part of breached credentials either immediately, or after detecting bruteforce attempts."
M1018,User Account Management,T1574.012,COR_PROFILER,Limit the privileges of user accounts so that only authorized administrators can edit system environment variables.
M1018,User Account Management,T1087.004,Cloud Account,"Limit permissions to discover cloud accounts in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies."
M1018,User Account Management,T1078.004,Cloud Accounts,Periodically review user accounts and remove those that are inactive or unnecessary. Limit the ability for user accounts to create additional accounts.
M1018,User Account Management,T1580,Cloud Infrastructure Discovery,"Limit permissions to discover cloud infrastructure in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies."
M1018,User Account Management,T1538,Cloud Service Dashboard,Enforce the principle of least-privilege by limiting dashboard visibility to only the resources required. This may limit the discovery value of the dashboard in the event of a compromised account.
M1018,User Account Management,T1619,Cloud Storage Object Discovery,Restrict granting of permissions related to listing objects in cloud storage to necessary accounts.
M1018,User Account Management,T1213.003,Code Repositories,Enforce the principle of least-privilege. Consider implementing access control mechanisms that include both authentication and authorization for code repositories.
M1018,User Account Management,T1556.009,Conditional Access Policies,Limit permissions to modify conditional access policies to only those required.
M1018,User Account Management,T1213.001,Confluence,Enforce the principle of least-privilege. Consider implementing access control mechanisms that include both authentication and authorization.
M1018,User Account Management,T1552.007,Container API,"Enforce authentication and role-based access control on the container API to restrict users to the least privileges required.(Citation: Kubernetes Hardening Guide) When using Kubernetes, avoid giving users wildcard permissions or adding users to the `system:masters` group, and use `RoleBindings` rather than `ClusterRoleBindings` to limit user privileges to specific namespaces.(Citation: Kubernetes RBAC)"
M1018,User Account Management,T1609,Container Administration Command,"Enforce authentication and role-based access control on the container service to restrict users to the least privileges required.(Citation: Kubernetes Hardening Guide) When using Kubernetes, avoid giving users wildcard permissions or adding users to the `system:masters` group, and use `RoleBindings` rather than `ClusterRoleBindings` to limit user privileges to specific namespaces.(Citation: Kubernetes RBAC)"
M1018,User Account Management,T1053.007,Container Orchestration Job,Limit privileges of user accounts and remediate privilege escalation vectors so only authorized administrators can create container orchestration jobs.
M1018,User Account Management,T1543.005,Container Service,"Limit access to utilities such as docker to only users who have a legitimate need, especially if using docker in rootful mode. In Kubernetes environments, only grant privileges to deploy pods to users that require it.  "
M1018,User Account Management,T1613,Container and Resource Discovery,"Enforce the principle of least privilege by limiting dashboard visibility to only the required users. When using Kubernetes, avoid giving users wildcard permissions or adding users to the `system:masters` group, and use `RoleBindings` rather than `ClusterRoleBindings` to limit user privileges to specific namespaces.(Citation: Kubernetes RBAC)"
M1018,User Account Management,T1578.002,Create Cloud Instance,"Limit permissions for creating new instances in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies.(Citation: Mandiant M-Trends 2020)"
M1018,User Account Management,T1134.002,Create Process with Token,An adversary must already have administrator level access on the local system to make full use of this technique; be sure to restrict users and accounts to the least privileges they require.
M1018,User Account Management,T1578.001,Create Snapshot,"Limit permissions for creating snapshots or backups in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies.(Citation: Mandiant M-Trends 2020)"
M1018,User Account Management,T1543,Create or Modify System Process,Limit privileges of user accounts and groups so that only authorized administrators can interact with system-level process changes and service configurations.
M1018,User Account Management,T1110.004,Credential Stuffing,"Proactively reset accounts that are known to be part of breached credentials either immediately, or after detecting bruteforce attempts."
M1018,User Account Management,T1053.003,Cron,"<code>cron</code> permissions are controlled by <code>/etc/cron.allow and /etc/cron.deny</code>. If there is a <code>cron.allow</code> file, then the user or users that need to use <code>cron</code> will need to be listed in the file. <code>cron.deny</code> is used to explicitly disallow users from using cron. If neither files exist, then only the super user is allowed to run cron."
M1018,User Account Management,T1530,Data from Cloud Storage,"Configure user permissions groups and roles for access to cloud storage.(Citation: Microsoft Azure Storage Security, 2019) Implement strict Identity and Access Management (IAM) controls to prevent access to storage solutions except for the applications, users, and services that require access.(Citation: Amazon S3 Security, 2019) Ensure that temporary access tokens are issued rather than permanent credentials, especially when access is being granted to entities outside of the internal security boundary.(Citation: Amazon  AWS Temporary Security Credentials)"
M1018,User Account Management,T1213,Data from Information Repositories,Enforce the principle of least-privilege. Consider implementing access control mechanisms that include both authentication and authorization.
M1018,User Account Management,T1578.003,Delete Cloud Instance,"Limit permissions for deleting new instances in accordance with least privilege. Organizations should limit the number of users within the organization with an IAM role that has administrative privileges, strive to reduce all permanent privileged role assignments, and conduct periodic entitlement reviews on IAM users, roles and policies.(Citation: Mandiant M-Trends 2020)"
M1018,User Account Management,T1610,Deploy Container,"Enforce the principle of least privilege by limiting container dashboard access to only the necessary users. When using Kubernetes, avoid giving users wildcard permissions or adding users to the `system:masters` group, and use `RoleBindings` rather than `ClusterRoleBindings` to limit user privileges to specific namespaces.(Citation: Kubernetes RBAC)"
M1018,User Account Management,T1021.008,Direct Cloud VM Connections,Limit which users are allowed to access compute infrastructure via cloud native methods.
M1018,User Account Management,T1006,Direct Volume Access,Ensure only accounts required to configure and manage backups have the privileges to do so. Monitor these accounts for unauthorized backup activity.
M1018,User Account Management,T1562.002,Disable Windows Event Logging,Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with logging.
M1018,User Account Management,T1562.007,Disable or Modify Cloud Firewall,Ensure least privilege principles are applied to Identity and Access Management (IAM) security policies.(Citation: Expel IO Evil in AWS)
M1018,User Account Management,T1562.008,Disable or Modify Cloud Logs,Configure default account policy to enable logging. Manage policies to ensure only necessary users have permissions to make changes to logging policies.
M1018,User Account Management,T1562.012,Disable or Modify Linux Audit System,An adversary must already have root level access on the local system to make full use of this technique; be sure to restrict users and accounts to the least privileges they require.
M1018,User Account Management,T1562.004,Disable or Modify System Firewall,Ensure proper user permissions are in place to prevent adversaries from disabling or modifying firewall settings.
M1018,User Account Management,T1562.001,Disable or Modify Tools,Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with security services.
M1018,User Account Management,T1484,Domain or Tenant Policy Modification,Consider implementing WMI and security filtering to further tailor which users and computers a GPO will apply to.(Citation: Wald0 Guide to GPOs)(Citation: Microsoft WMI Filters)(Citation: Microsoft GPO Security Filtering)
M1018,User Account Management,T1574.005,Executable Installer File Permissions Weakness,Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service binary target path locations. Deny execution from user directories such as file download directories and temp directories where able.
M1018,User Account Management,T1048,Exfiltration Over Alternative Protocol,"Configure user permissions groups and roles for access to cloud storage.(Citation: Microsoft Azure Storage Security, 2019) Implement strict Identity and Access Management (IAM) controls to prevent access to storage solutions except for the applications, users, and services that require access.(Citation: Amazon S3 Security, 2019) Ensure that temporary access tokens are issued rather than permanent credentials, especially when access is being granted to entities outside of the internal security boundary.(Citation: Amazon  AWS Temporary Security Credentials)"
M1018,User Account Management,T1657,Financial Theft,"Limit access/authority to execute sensitive transactions, and switch to systems and procedures designed to authenticate/approve payments and purchase requests outside of insecure communication lines such as email."
